year,month,city,temperature,rainfall_mm,date
1985,6,Delhi,33.56,58.48,1985-06-01
1985,7,Delhi,33.07,93.04,1985-07-01
1985,8,Delhi,31.38,153.75,1985-08-01
1985,9,Delhi,27.52,123.69,1985-09-01
1985,10,Delhi,27.88,112.1,1985-10-01
1985,11,Delhi,21.22,82.85,1985-11-01
1985,12,Delhi,18.31,87.46,1985-12-01
1986,1,Delhi,14.81,60.67,1986-01-01
1986,2,Delhi,16.83,2.71,1986-02-01
1986,3,Delhi,20.95,11.77,1986-03-01
1986,4,Delhi,23.55,17.28,1986-04-01
1986,5,Delhi,31.9,2.74,1986-05-01
1986,6,Delhi,32.62,46.76,1986-06-01
1986,7,Delhi,33.98,90.38,1986-07-01
1986,8,Delhi,31.63,121.72,1986-08-01
1986,9,Delhi,31.63,116.18,1986-09-01
1986,10,Delhi,26.33,86.1,1986-10-01
1986,11,Delhi,20.32,99.45,1986-11-01
1986,12,Delhi,20.32,67.11,1986-12-01
1987,1,Delhi,17.11,29.99,1987-01-01
1987,2,Delhi,17.06,20.13,1987-02-01
1987,3,Delhi,22.54,0.0,1987-03-01
1987,4,Delhi,24.92,13.36,1987-04-01
1987,5,Delhi,28.96,28.68,1987-05-01
1987,6,Delhi,34.93,55.06,1987-06-01
1987,7,Delhi,33.06,77.05,1987-07-01
1987,8,Delhi,33.31,108.34,1987-08-01
1987,9,Delhi,28.71,146.43,1987-09-01
1987,10,Delhi,27.19,99.95,1987-10-01
1987,11,Delhi,19.25,110.15,1987-11-01
1987,12,Delhi,17.74,75.81,1987-12-01
1988,1,Delhi,15.14,47.85,1988-01-01
1988,2,Delhi,17.12,22.65,1988-02-01
1988,3,Delhi,21.52,0.0,1988-03-01
1988,4,Delhi,25.02,21.76,1988-04-01
1988,5,Delhi,29.63,41.69,1988-05-01
1988,6,Delhi,34.8,28.72,1988-06-01
1988,7,Delhi,35.44,92.09,1988-07-01
1988,8,Delhi,31.35,85.36,1988-08-01
1988,9,Delhi,29.28,138.43,1988-09-01
1988,10,Delhi,25.35,142.18,1988-10-01
1988,11,Delhi,19.76,89.76,1988-11-01
1988,12,Delhi,17.07,67.27,1988-12-01
1989,1,Delhi,18.59,21.58,1989-01-01
1989,2,Delhi,15.47,12.02,1989-02-01
1989,3,Delhi,22.05,8.09,1989-03-01
1989,4,Delhi,27.0,0.0,1989-04-01
1989,5,Delhi,30.34,53.85,1989-05-01
1989,6,Delhi,30.32,66.39,1989-06-01
1989,7,Delhi,32.92,88.37,1989-07-01
1989,8,Delhi,32.87,102.22,1989-08-01
1989,9,Delhi,28.71,120.68,1989-09-01
1989,10,Delhi,24.22,90.25,1989-10-01
1989,11,Delhi,22.34,67.02,1989-11-01
1989,12,Delhi,19.39,69.25,1989-12-01
1990,1,Delhi,15.47,16.45,1990-01-01
1990,2,Delhi,20.04,0.0,1990-02-01
1990,3,Delhi,20.98,9.24,1990-03-01
1990,4,Delhi,26.48,3.01,1990-04-01
1990,5,Delhi,28.82,58.45,1990-05-01
1990,6,Delhi,34.55,79.58,1990-06-01
1990,7,Delhi,33.64,73.83,1990-07-01
1990,8,Delhi,31.47,122.41,1990-08-01
1990,9,Delhi,30.04,148.03,1990-09-01
1990,10,Delhi,26.32,81.9,1990-10-01
1990,11,Delhi,22.8,70.04,1990-11-01
1990,12,Delhi,18.15,65.0,1990-12-01
1991,1,Delhi,19.95,92.2,1991-01-01
1991,2,Delhi,19.36,4.37,1991-02-01
1991,3,Delhi,22.2,17.75,1991-03-01
1991,4,Delhi,25.17,43.94,1991-04-01
1991,5,Delhi,29.83,39.95,1991-05-01
1991,6,Delhi,33.29,68.43,1991-06-01
1991,7,Delhi,34.56,77.65,1991-07-01
1991,8,Delhi,31.82,89.96,1991-08-01
1991,9,Delhi,30.09,135.58,1991-09-01
1991,10,Delhi,26.11,145.45,1991-10-01
1991,11,Delhi,21.55,103.37,1991-11-01
1991,12,Delhi,17.32,52.26,1991-12-01
1992,1,Delhi,18.41,46.98,1992-01-01
1992,2,Delhi,18.3,6.61,1992-02-01
1992,3,Delhi,19.75,0.0,1992-03-01
1992,4,Delhi,26.64,19.54,1992-04-01
1992,5,Delhi,30.18,31.0,1992-05-01
1992,6,Delhi,32.51,46.79,1992-06-01
1992,7,Delhi,34.41,98.42,1992-07-01
1992,8,Delhi,33.09,101.44,1992-08-01
1992,9,Delhi,26.99,141.94,1992-09-01
1992,10,Delhi,25.0,94.71,1992-10-01
1992,11,Delhi,22.41,82.16,1992-11-01
1992,12,Delhi,19.92,72.34,1992-12-01
1993,1,Delhi,18.41,2.68,1993-01-01
1993,2,Delhi,20.12,13.26,1993-02-01
1993,3,Delhi,21.15,2.87,1993-03-01
1993,4,Delhi,23.46,16.21,1993-04-01
1993,5,Delhi,28.36,2.95,1993-05-01
1993,6,Delhi,30.7,82.25,1993-06-01
1993,7,Delhi,32.84,120.67,1993-07-01
1993,8,Delhi,31.88,77.81,1993-08-01
1993,9,Delhi,28.25,144.72,1993-09-01
1993,10,Delhi,25.41,101.0,1993-10-01
1993,11,Delhi,21.79,100.04,1993-11-01
1993,12,Delhi,20.01,88.97,1993-12-01
1994,1,Delhi,17.18,3.48,1994-01-01
1994,2,Delhi,18.19,13.24,1994-02-01
1994,3,Delhi,20.46,0.0,1994-03-01
1994,4,Delhi,26.02,7.07,1994-04-01
1994,5,Delhi,29.65,14.83,1994-05-01
1994,6,Delhi,32.26,41.52,1994-06-01
1994,7,Delhi,34.68,110.7,1994-07-01
1994,8,Delhi,30.32,93.37,1994-08-01
1994,9,Delhi,27.82,107.0,1994-09-01
1994,10,Delhi,25.51,82.97,1994-10-01
1994,11,Delhi,20.51,69.92,1994-11-01
1994,12,Delhi,18.93,61.39,1994-12-01
1995,1,Delhi,16.76,33.54,1995-01-01
1995,2,Delhi,18.05,2.61,1995-02-01
1995,3,Delhi,23.64,26.81,1995-03-01
1995,4,Delhi,24.07,24.63,1995-04-01
1995,5,Delhi,30.6,7.03,1995-05-01
1995,6,Delhi,33.54,90.76,1995-06-01
1995,7,Delhi,32.28,71.65,1995-07-01
1995,8,Delhi,33.78,117.39,1995-08-01
1995,9,Delhi,30.29,126.81,1995-09-01
1995,10,Delhi,26.1,85.43,1995-10-01
1995,11,Delhi,22.89,113.39,1995-11-01
1995,12,Delhi,18.43,59.13,1995-12-01
1996,1,Delhi,15.81,40.29,1996-01-01
1996,2,Delhi,19.41,6.79,1996-02-01
1996,3,Delhi,23.0,0.0,1996-03-01
1996,4,Delhi,26.33,0.0,1996-04-01
1996,5,Delhi,29.62,26.51,1996-05-01
1996,6,Delhi,32.85,52.61,1996-06-01
1996,7,Delhi,33.49,106.52,1996-07-01
1996,8,Delhi,32.05,79.83,1996-08-01
1996,9,Delhi,31.75,147.63,1996-09-01
1996,10,Delhi,24.1,125.76,1996-10-01
1996,11,Delhi,21.04,95.27,1996-11-01
1996,12,Delhi,19.07,55.31,1996-12-01
1997,1,Delhi,16.73,16.19,1997-01-01
1997,2,Delhi,17.64,0.0,1997-02-01
1997,3,Delhi,21.59,0.0,1997-03-01
1997,4,Delhi,26.48,37.78,1997-04-01
1997,5,Delhi,28.97,34.79,1997-05-01
1997,6,Delhi,33.19,69.44,1997-06-01
1997,7,Delhi,33.76,104.85,1997-07-01
1997,8,Delhi,33.17,87.21,1997-08-01
1997,9,Delhi,30.71,137.75,1997-09-01
1997,10,Delhi,24.75,112.72,1997-10-01
1997,11,Delhi,22.49,85.81,1997-11-01
1997,12,Delhi,20.03,107.28,1997-12-01
1998,1,Delhi,19.24,2.38,1998-01-01
1998,2,Delhi,21.62,22.47,1998-02-01
1998,3,Delhi,23.91,29.07,1998-03-01
1998,4,Delhi,26.58,21.9,1998-04-01
1998,5,Delhi,31.46,64.39,1998-05-01
1998,6,Delhi,37.5,44.67,1998-06-01
1998,7,Delhi,35.52,107.19,1998-07-01
1998,8,Delhi,34.65,111.05,1998-08-01
1998,9,Delhi,32.21,81.61,1998-09-01
1998,10,Delhi,28.17,98.17,1998-10-01
1998,11,Delhi,23.59,118.87,1998-11-01
1998,12,Delhi,19.75,76.26,1998-12-01
1999,1,Delhi,17.37,24.4,1999-01-01
1999,2,Delhi,19.72,14.84,1999-02-01
1999,3,Delhi,22.39,19.36,1999-03-01
1999,4,Delhi,25.3,0.0,1999-04-01
1999,5,Delhi,28.4,13.49,1999-05-01
1999,6,Delhi,36.17,84.89,1999-06-01
1999,7,Delhi,32.08,63.55,1999-07-01
1999,8,Delhi,33.21,122.91,1999-08-01
1999,9,Delhi,30.36,114.9,1999-09-01
1999,10,Delhi,25.55,118.52,1999-10-01
1999,11,Delhi,21.81,45.61,1999-11-01
1999,12,Delhi,18.5,42.97,1999-12-01
2000,1,Delhi,17.93,89.71,2000-01-01
2000,2,Delhi,19.23,1.77,2000-02-01
2000,3,Delhi,22.83,9.65,2000-03-01
2000,4,Delhi,26.22,20.18,2000-04-01
2000,5,Delhi,32.19,7.38,2000-05-01
2000,6,Delhi,33.22,41.47,2000-06-01
2000,7,Delhi,34.39,71.63,2000-07-01
2000,8,Delhi,32.15,106.06,2000-08-01
2000,9,Delhi,30.89,138.37,2000-09-01
2000,10,Delhi,24.23,113.06,2000-10-01
2000,11,Delhi,20.87,64.83,2000-11-01
2000,12,Delhi,18.53,53.83,2000-12-01
2001,1,Delhi,20.65,38.66,2001-01-01
2001,2,Delhi,17.16,0.0,2001-02-01
2001,3,Delhi,22.96,41.77,2001-03-01
2001,4,Delhi,23.83,0.0,2001-04-01
2001,5,Delhi,31.98,37.79,2001-05-01
2001,6,Delhi,31.62,70.69,2001-06-01
2001,7,Delhi,30.58,90.07,2001-07-01
2001,8,Delhi,33.06,130.45,2001-08-01
2001,9,Delhi,28.52,121.71,2001-09-01
2001,10,Delhi,24.63,117.07,2001-10-01
2001,11,Delhi,20.66,81.84,2001-11-01
2001,12,Delhi,17.61,73.02,2001-12-01
2002,1,Delhi,18.79,25.31,2002-01-01
2002,2,Delhi,18.87,0.0,2002-02-01
2002,3,Delhi,21.4,0.0,2002-03-01
2002,4,Delhi,28.9,0.0,2002-04-01
2002,5,Delhi,31.51,49.94,2002-05-01
2002,6,Delhi,33.02,95.17,2002-06-01
2002,7,Delhi,34.2,97.78,2002-07-01
2002,8,Delhi,32.62,136.43,2002-08-01
2002,9,Delhi,31.07,107.49,2002-09-01
2002,10,Delhi,24.17,107.9,2002-10-01
2002,11,Delhi,20.8,88.73,2002-11-01
2002,12,Delhi,20.31,50.85,2002-12-01
2003,1,Delhi,17.72,31.16,2003-01-01
2003,2,Delhi,19.86,0.0,2003-02-01
2003,3,Delhi,21.05,4.23,2003-03-01
2003,4,Delhi,27.21,0.0,2003-04-01
2003,5,Delhi,27.52,42.39,2003-05-01
2003,6,Delhi,31.94,36.21,2003-06-01
2003,7,Delhi,33.02,86.31,2003-07-01
2003,8,Delhi,31.98,67.85,2003-08-01
2003,9,Delhi,30.85,145.5,2003-09-01
2003,10,Delhi,26.56,89.21,2003-10-01
2003,11,Delhi,21.53,89.87,2003-11-01
2003,12,Delhi,19.56,73.37,2003-12-01
2004,1,Delhi,16.91,31.64,2004-01-01
2004,2,Delhi,19.41,37.15,2004-02-01
2004,3,Delhi,22.64,15.78,2004-03-01
2004,4,Delhi,25.89,36.25,2004-04-01
2004,5,Delhi,30.28,12.78,2004-05-01
2004,6,Delhi,34.4,73.96,2004-06-01
2004,7,Delhi,33.26,80.41,2004-07-01
2004,8,Delhi,33.08,121.23,2004-08-01
2004,9,Delhi,30.03,126.23,2004-09-01
2004,10,Delhi,27.83,133.39,2004-10-01
2004,11,Delhi,22.02,108.83,2004-11-01
2004,12,Delhi,17.62,67.96,2004-12-01
2005,1,Delhi,19.98,25.64,2005-01-01
2005,2,Delhi,17.86,0.0,2005-02-01
2005,3,Delhi,20.5,0.0,2005-03-01
2005,4,Delhi,25.37,0.0,2005-04-01
2005,5,Delhi,29.83,48.05,2005-05-01
2005,6,Delhi,31.65,90.39,2005-06-01
2005,7,Delhi,34.42,110.61,2005-07-01
2005,8,Delhi,31.95,129.05,2005-08-01
2005,9,Delhi,28.5,137.8,2005-09-01
2005,10,Delhi,26.02,123.03,2005-10-01
2005,11,Delhi,20.4,72.1,2005-11-01
2005,12,Delhi,19.6,41.03,2005-12-01
2006,1,Delhi,18.38,2.66,2006-01-01
2006,2,Delhi,19.92,0.0,2006-02-01
2006,3,Delhi,22.49,12.51,2006-03-01
2006,4,Delhi,24.99,19.68,2006-04-01
2006,5,Delhi,30.14,19.22,2006-05-01
2006,6,Delhi,31.55,20.75,2006-06-01
2006,7,Delhi,34.25,58.7,2006-07-01
2006,8,Delhi,32.87,106.69,2006-08-01
2006,9,Delhi,30.64,113.96,2006-09-01
2006,10,Delhi,25.43,126.6,2006-10-01
2006,11,Delhi,22.23,96.32,2006-11-01
2006,12,Delhi,19.46,29.29,2006-12-01
2007,1,Delhi,18.75,42.25,2007-01-01
2007,2,Delhi,17.7,3.16,2007-02-01
2007,3,Delhi,21.8,0.0,2007-03-01
2007,4,Delhi,26.25,36.67,2007-04-01
2007,5,Delhi,31.14,3.76,2007-05-01
2007,6,Delhi,33.52,86.58,2007-06-01
2007,7,Delhi,34.31,111.82,2007-07-01
2007,8,Delhi,35.19,132.44,2007-08-01
2007,9,Delhi,30.15,140.9,2007-09-01
2007,10,Delhi,26.02,112.44,2007-10-01
2007,11,Delhi,21.42,121.27,2007-11-01
2007,12,Delhi,17.94,90.65,2007-12-01
2008,1,Delhi,18.46,2.01,2008-01-01
2008,2,Delhi,19.38,0.0,2008-02-01
2008,3,Delhi,22.61,17.7,2008-03-01
2008,4,Delhi,25.15,10.51,2008-04-01
2008,5,Delhi,32.21,19.89,2008-05-01
2008,6,Delhi,31.52,89.63,2008-06-01
2008,7,Delhi,36.22,90.07,2008-07-01
2008,8,Delhi,34.01,138.79,2008-08-01
2008,9,Delhi,28.97,110.29,2008-09-01
2008,10,Delhi,27.34,145.66,2008-10-01
2008,11,Delhi,22.54,72.4,2008-11-01
2008,12,Delhi,21.32,49.38,2008-12-01
2009,1,Delhi,17.48,36.85,2009-01-01
2009,2,Delhi,20.82,25.12,2009-02-01
2009,3,Delhi,22.38,9.27,2009-03-01
2009,4,Delhi,25.93,19.2,2009-04-01
2009,5,Delhi,26.85,24.07,2009-05-01
2009,6,Delhi,33.1,36.98,2009-06-01
2009,7,Delhi,34.35,85.91,2009-07-01
2009,8,Delhi,34.92,143.42,2009-08-01
2009,9,Delhi,29.32,116.98,2009-09-01
2009,10,Delhi,25.79,102.93,2009-10-01
2009,11,Delhi,22.12,74.83,2009-11-01
2009,12,Delhi,17.6,72.45,2009-12-01
2010,1,Delhi,21.16,13.91,2010-01-01
2010,2,Delhi,22.55,0.0,2010-02-01
2010,3,Delhi,24.7,16.41,2010-03-01
2010,4,Delhi,28.36,17.13,2010-04-01
2010,5,Delhi,31.78,26.07,2010-05-01
2010,6,Delhi,35.08,45.07,2010-06-01
2010,7,Delhi,36.19,59.03,2010-07-01
2010,8,Delhi,34.74,106.26,2010-08-01
2010,9,Delhi,32.09,115.17,2010-09-01
2010,10,Delhi,28.33,121.55,2010-10-01
2010,11,Delhi,25.45,77.0,2010-11-01
2010,12,Delhi,20.03,39.16,2010-12-01
2011,1,Delhi,17.33,22.96,2011-01-01
2011,2,Delhi,18.07,0.0,2011-02-01
2011,3,Delhi,21.37,3.63,2011-03-01
2011,4,Delhi,26.63,0.0,2011-04-01
2011,5,Delhi,29.42,11.47,2011-05-01
2011,6,Delhi,32.81,43.03,2011-06-01
2011,7,Delhi,34.61,54.28,2011-07-01
2011,8,Delhi,32.41,117.98,2011-08-01
2011,9,Delhi,30.14,173.86,2011-09-01
2011,10,Delhi,26.34,91.88,2011-10-01
2011,11,Delhi,21.8,54.48,2011-11-01
2011,12,Delhi,18.89,43.34,2011-12-01
2012,1,Delhi,19.03,19.01,2012-01-01
2012,2,Delhi,18.87,0.0,2012-02-01
2012,3,Delhi,24.02,0.0,2012-03-01
2012,4,Delhi,28.14,24.32,2012-04-01
2012,5,Delhi,30.51,37.37,2012-05-01
2012,6,Delhi,33.34,21.45,2012-06-01
2012,7,Delhi,33.6,106.9,2012-07-01
2012,8,Delhi,32.81,83.86,2012-08-01
2012,9,Delhi,29.87,154.08,2012-09-01
2012,10,Delhi,27.43,110.72,2012-10-01
2012,11,Delhi,23.08,82.67,2012-11-01
2012,12,Delhi,16.96,41.51,2012-12-01
2013,1,Delhi,19.83,24.52,2013-01-01
2013,2,Delhi,18.73,2.04,2013-02-01
2013,3,Delhi,24.24,32.52,2013-03-01
2013,4,Delhi,28.62,4.86,2013-04-01
2013,5,Delhi,30.31,0.0,2013-05-01
2013,6,Delhi,34.65,36.64,2013-06-01
2013,7,Delhi,34.21,68.05,2013-07-01
2013,8,Delhi,32.18,95.22,2013-08-01
2013,9,Delhi,29.22,109.22,2013-09-01
2013,10,Delhi,25.3,128.63,2013-10-01
2013,11,Delhi,20.63,94.41,2013-11-01
2013,12,Delhi,20.49,49.74,2013-12-01
2014,1,Delhi,17.11,25.39,2014-01-01
2014,2,Delhi,20.46,11.92,2014-02-01
2014,3,Delhi,21.33,9.68,2014-03-01
2014,4,Delhi,24.65,21.67,2014-04-01
2014,5,Delhi,30.46,23.84,2014-05-01
2014,6,Delhi,31.89,42.27,2014-06-01
2014,7,Delhi,34.61,114.58,2014-07-01
2014,8,Delhi,32.14,121.13,2014-08-01
2014,9,Delhi,27.47,108.31,2014-09-01
2014,10,Delhi,25.93,93.77,2014-10-01
2014,11,Delhi,20.85,76.64,2014-11-01
2014,12,Delhi,19.39,56.25,2014-12-01
2015,1,Delhi,15.3,0.0,2015-01-01
2015,2,Delhi,18.33,17.19,2015-02-01
2015,3,Delhi,18.69,0.0,2015-03-01
2015,4,Delhi,25.36,35.81,2015-04-01
2015,5,Delhi,29.53,37.66,2015-05-01
2015,6,Delhi,33.09,17.39,2015-06-01
2015,7,Delhi,34.91,94.31,2015-07-01
2015,8,Delhi,33.53,190.49,2015-08-01
2015,9,Delhi,27.49,154.49,2015-09-01
2015,10,Delhi,25.65,117.71,2015-10-01
2015,11,Delhi,21.94,81.52,2015-11-01
2015,12,Delhi,18.38,66.59,2015-12-01
2016,1,Delhi,18.69,45.01,2016-01-01
2016,2,Delhi,21.08,0.0,2016-02-01
2016,3,Delhi,23.97,25.14,2016-03-01
2016,4,Delhi,27.87,15.21,2016-04-01
2016,5,Delhi,31.63,45.16,2016-05-01
2016,6,Delhi,36.26,96.97,2016-06-01
2016,7,Delhi,36.3,103.37,2016-07-01
2016,8,Delhi,35.55,137.88,2016-08-01
2016,9,Delhi,31.65,134.9,2016-09-01
2016,10,Delhi,28.27,110.68,2016-10-01
2016,11,Delhi,24.62,95.04,2016-11-01
2016,12,Delhi,21.44,64.29,2016-12-01
2017,1,Delhi,19.92,49.71,2017-01-01
2017,2,Delhi,20.14,0.0,2017-02-01
2017,3,Delhi,20.96,19.11,2017-03-01
2017,4,Delhi,27.08,37.49,2017-04-01
2017,5,Delhi,29.3,25.41,2017-05-01
2017,6,Delhi,30.99,52.15,2017-06-01
2017,7,Delhi,35.22,80.67,2017-07-01
2017,8,Delhi,33.72,108.15,2017-08-01
2017,9,Delhi,30.41,97.05,2017-09-01
2017,10,Delhi,26.13,52.14,2017-10-01
2017,11,Delhi,21.8,57.39,2017-11-01
2017,12,Delhi,20.54,75.55,2017-12-01
2018,1,Delhi,18.6,60.42,2018-01-01
2018,2,Delhi,17.98,42.99,2018-02-01
2018,3,Delhi,23.16,0.0,2018-03-01
2018,4,Delhi,27.41,0.0,2018-04-01
2018,5,Delhi,29.05,17.83,2018-05-01
2018,6,Delhi,32.34,38.87,2018-06-01
2018,7,Delhi,35.51,84.82,2018-07-01
2018,8,Delhi,33.4,100.55,2018-08-01
2018,9,Delhi,27.86,125.4,2018-09-01
2018,10,Delhi,23.75,110.59,2018-10-01
2018,11,Delhi,20.4,129.75,2018-11-01
2018,12,Delhi,20.21,62.12,2018-12-01
2019,1,Delhi,19.58,13.07,2019-01-01
2019,2,Delhi,19.79,12.03,2019-02-01
2019,3,Delhi,22.38,25.45,2019-03-01
2019,4,Delhi,26.94,13.81,2019-04-01
2019,5,Delhi,28.08,10.8,2019-05-01
2019,6,Delhi,32.84,61.87,2019-06-01
2019,7,Delhi,32.71,138.23,2019-07-01
2019,8,Delhi,34.81,124.0,2019-08-01
2019,9,Delhi,30.15,115.76,2019-09-01
2019,10,Delhi,24.92,113.51,2019-10-01
2019,11,Delhi,22.37,65.16,2019-11-01
2019,12,Delhi,19.53,56.89,2019-12-01
2020,1,Delhi,18.29,12.79,2020-01-01
2020,2,Delhi,21.16,45.79,2020-02-01
2020,3,Delhi,25.25,0.0,2020-03-01
2020,4,Delhi,29.16,0.0,2020-04-01
2020,5,Delhi,33.88,20.58,2020-05-01
2020,6,Delhi,35.4,86.52,2020-06-01
2020,7,Delhi,35.04,62.06,2020-07-01
2020,8,Delhi,34.81,132.73,2020-08-01
2020,9,Delhi,30.76,63.36,2020-09-01
2020,10,Delhi,28.04,123.0,2020-10-01
2020,11,Delhi,26.02,80.74,2020-11-01
2020,12,Delhi,21.16,83.08,2020-12-01
2021,1,Delhi,15.85,22.23,2021-01-01
2021,2,Delhi,19.4,17.02,2021-02-01
2021,3,Delhi,21.49,0.69,2021-03-01
2021,4,Delhi,23.11,0.0,2021-04-01
2021,5,Delhi,30.64,10.35,2021-05-01
2021,6,Delhi,33.1,68.94,2021-06-01
2021,7,Delhi,33.69,93.41,2021-07-01
2021,8,Delhi,31.87,107.83,2021-08-01
2021,9,Delhi,30.83,123.14,2021-09-01
2021,10,Delhi,25.39,116.45,2021-10-01
2021,11,Delhi,22.96,49.0,2021-11-01
2021,12,Delhi,20.56,53.27,2021-12-01
2022,1,Delhi,18.63,53.94,2022-01-01
2022,2,Delhi,17.54,0.0,2022-02-01
2022,3,Delhi,21.77,0.0,2022-03-01
2022,4,Delhi,28.2,0.0,2022-04-01
2022,5,Delhi,29.45,34.09,2022-05-01
2022,6,Delhi,31.6,52.09,2022-06-01
2022,7,Delhi,34.5,83.34,2022-07-01
2022,8,Delhi,32.93,101.37,2022-08-01
2022,9,Delhi,28.3,126.43,2022-09-01
2022,10,Delhi,28.22,112.33,2022-10-01
2022,11,Delhi,22.39,103.85,2022-11-01
2022,12,Delhi,17.66,94.05,2022-12-01
2023,1,Delhi,18.38,62.64,2023-01-01
2023,2,Delhi,18.33,44.4,2023-02-01
2023,3,Delhi,23.06,11.06,2023-03-01
2023,4,Delhi,26.41,3.07,2023-04-01
2023,5,Delhi,31.57,32.81,2023-05-01
2023,6,Delhi,30.7,37.66,2023-06-01
2023,7,Delhi,33.91,96.2,2023-07-01
2023,8,Delhi,32.99,136.34,2023-08-01
2023,9,Delhi,27.79,122.87,2023-09-01
2023,10,Delhi,23.95,127.16,2023-10-01
2023,11,Delhi,22.02,98.39,2023-11-01
2023,12,Delhi,18.17,85.59,2023-12-01
2024,1,Delhi,19.4,41.67,2024-01-01
2024,2,Delhi,19.07,19.64,2024-02-01
2024,3,Delhi,21.3,17.11,2024-03-01
2024,4,Delhi,28.13,29.45,2024-04-01
2024,5,Delhi,29.28,37.23,2024-05-01
2024,6,Delhi,31.53,71.45,2024-06-01
2024,7,Delhi,34.69,52.6,2024-07-01
2024,8,Delhi,31.69,106.3,2024-08-01
2024,9,Delhi,29.79,95.81,2024-09-01
2024,10,Delhi,26.62,116.99,2024-10-01
2024,11,Delhi,21.92,74.88,2024-11-01
2024,12,Delhi,20.48,93.11,2024-12-01
1960,1,Bangalore,13.42,47.76,1960-01-01
1960,2,Bangalore,15.66,30.88,1960-02-01
1960,3,Bangalore,17.83,44.79,1960-03-01
1960,4,Bangalore,19.71,64.4,1960-04-01
1960,5,Bangalore,26.09,51.77,1960-05-01
1960,6,Bangalore,28.82,89.25,1960-06-01
1960,7,Bangalore,27.92,149.9,1960-07-01
1960,8,Bangalore,28.98,150.82,1960-08-01
1960,9,Bangalore,27.14,129.58,1960-09-01
1960,10,Bangalore,22.57,136.61,1960-10-01
1960,11,Bangalore,19.02,77.46,1960-11-01
1960,12,Bangalore,14.95,77.94,1960-12-01
1961,1,Bangalore,14.54,69.4,1961-01-01
1961,2,Bangalore,14.24,23.79,1961-02-01
1961,3,Bangalore,17.89,12.07,1961-03-01
1961,4,Bangalore,23.03,30.65,1961-04-01
1961,5,Bangalore,22.53,52.5,1961-05-01
1961,6,Bangalore,27.7,57.37,1961-06-01
1961,7,Bangalore,28.53,122.19,1961-07-01
1961,8,Bangalore,30.54,148.23,1961-08-01
1961,9,Bangalore,25.29,159.12,1961-09-01
1961,10,Bangalore,21.47,128.07,1961-10-01
1961,11,Bangalore,16.63,84.96,1961-11-01
1961,12,Bangalore,14.62,93.16,1961-12-01
1962,1,Bangalore,13.92,51.68,1962-01-01
1962,2,Bangalore,13.97,50.2,1962-02-01
1962,3,Bangalore,16.46,45.52,1962-03-01
1962,4,Bangalore,20.83,22.99,1962-04-01
1962,5,Bangalore,24.28,49.97,1962-05-01
1962,6,Bangalore,30.13,100.31,1962-06-01
1962,7,Bangalore,31.21,130.44,1962-07-01
1962,8,Bangalore,27.64,135.35,1962-08-01
1962,9,Bangalore,25.1,176.61,1962-09-01
1962,10,Bangalore,20.6,159.84,1962-10-01
1962,11,Bangalore,19.11,156.59,1962-11-01
1962,12,Bangalore,14.62,104.25,1962-12-01
1963,1,Bangalore,16.79,47.65,1963-01-01
1963,2,Bangalore,13.28,0.44,1963-02-01
1963,3,Bangalore,18.91,0.0,1963-03-01
1963,4,Bangalore,21.61,46.78,1963-04-01
1963,5,Bangalore,26.28,68.51,1963-05-01
1963,6,Bangalore,29.25,115.58,1963-06-01
1963,7,Bangalore,28.91,106.46,1963-07-01
1963,8,Bangalore,28.06,158.57,1963-08-01
1963,9,Bangalore,27.13,159.02,1963-09-01
1963,10,Bangalore,23.47,118.4,1963-10-01
1963,11,Bangalore,20.05,150.46,1963-11-01
1963,12,Bangalore,16.01,125.64,1963-12-01
1964,1,Bangalore,12.08,49.51,1964-01-01
1964,2,Bangalore,14.26,52.47,1964-02-01
1964,3,Bangalore,16.81,45.15,1964-03-01
1964,4,Bangalore,23.72,51.94,1964-04-01
1964,5,Bangalore,26.41,40.24,1964-05-01
1964,6,Bangalore,27.98,114.99,1964-06-01
1964,7,Bangalore,31.01,119.22,1964-07-01
1964,8,Bangalore,28.5,101.45,1964-08-01
1964,9,Bangalore,24.79,188.23,1964-09-01
1964,10,Bangalore,20.54,145.75,1964-10-01
1964,11,Bangalore,19.28,94.9,1964-11-01
1964,12,Bangalore,15.37,108.76,1964-12-01
1965,1,Bangalore,14.1,117.37,1965-01-01
1965,2,Bangalore,13.16,59.21,1965-02-01
1965,3,Bangalore,17.88,45.44,1965-03-01
1965,4,Bangalore,22.62,23.38,1965-04-01
1965,5,Bangalore,26.36,22.84,1965-05-01
1965,6,Bangalore,29.74,95.96,1965-06-01
1965,7,Bangalore,30.86,141.16,1965-07-01
1965,8,Bangalore,29.46,144.92,1965-08-01
1965,9,Bangalore,25.03,135.76,1965-09-01
1965,10,Bangalore,23.51,170.69,1965-10-01
1965,11,Bangalore,17.8,120.92,1965-11-01
1965,12,Bangalore,14.08,113.46,1965-12-01
1966,1,Bangalore,14.91,98.82,1966-01-01
1966,2,Bangalore,14.13,30.48,1966-02-01
1966,3,Bangalore,18.39,42.93,1966-03-01
1966,4,Bangalore,21.85,20.58,1966-04-01
1966,5,Bangalore,27.17,74.42,1966-05-01
1966,6,Bangalore,27.94,117.11,1966-06-01
1966,7,Bangalore,31.51,122.69,1966-07-01
1966,8,Bangalore,29.13,153.04,1966-08-01
